Aparece comprado mais n efetua o download.;neg
Ótimo jogo pena que da muito lag no meu xt300;pos
Não pega. Eu esperei uma hora pra baixar, e essa caralho não pega. Consertem essa porra!;neg
Orrivel Esse programa e um lixo;neg
defino o jogo com uma so palavra FANTASTICO!!!;pos
Lucas negão Eu nai entendi nao consegii acelerar;neg
Otimo jogo Otimo jogo depois que minha esposa viu esse jogo agora eu posso ver meu futebol;pos
Baixem o adobe victor hugo Baixem o adobe read e adobe flah play que roda perfeito no meu galax mini rodou perfeito;pos
Viciante! Um excelente jogo gratuito.;pos
Ótimo passatempo! Apesar da dificuldade em obter os resultados que dependem da sociabilidade, o jogo é bem divertido no geral.;pos
É bem divertido  D;pos
Excelente!!! Recomendo.;pos
Show Otimo game melhor no genero de esporte pra android q ja joguei...;pos
Crislaine Muito bom aplicativo...só um probleminha com a parte direita que é dificil de mover mas no mais é ótimo....;pos
Mt bom! Nossa, mt bom, recomendo!;pos
Add cunha Uma merda,isso é roubalheira...;neg
Bom jogo... Muito bom...;pos
Ameei Aah eu começei hj e to gostando muuito 'o';pos
Divertidíssimo Muito bem desenvolvido e toda redondo no meu Galaxy X.;pos
Maravilha Simplesmentes o melhor jogo, otima jogabilidade e grafico sencacional. Roda numa boa no me p698f, lg optimus net;pos
Muito bom.. Nossa o melhor jogo q eu ja baixei: Mauricio de guadalupe pi;pos
Show Eu gostei e recomendo. Podem jogar 2 pessoas ou uma contra a maquina e tem regras ajustáveis de acordo com o jogador. Excelente passa tempo. Lolitah;pos
Sensacional Não tem como para de jogar :D;pos
otimooo Amei o jogo muito divetido;pos
Jogos Todos os jogos de sunbi são bom demais por isso eu do 5 estrela;pos
Parabéns Ótimo ...;pos
Galaxy S2 Ótimo jogo recomendo.;pos
Não gostei Ele não pega no meu celular samsung galaxy y;neg
Excelente Otima jogabilidade, exelente para quwm tem tablet. Como eu!;pos
Muito bom Cada tela e uma emoção diferente;pos
Recomendo Muito bom vei,;pos
Luciano Muito bom.;pos
Excelente Mto bom!!!;pos
Mtu bm Adoro esse jogo;pos
Show Esse jogo é extremamente divertido e até desafiador rsrs é tão difícil as vezes, que eu nem reparo se ele segue mesmo o ritmo das minhas músicas só por isso eu não dei 5;pos
O jogo e bom e e rapido para baixar;pos
Muito Legal No começo eu achei q ia ser chato, mas aí comecei.a jogar e foi muito viciante;pos
Incrivel Muito bom o jogo,recomendo...;pos
Amei Instalei e nao paro de jogar ... São muitoosss níveis, muito legal e viciante! Ótimo passatempo.;pos
Horrível,  trava e ainda por cima desliga meu celular.;neg
galaxy y sem duvida e o jogo mais legal e viciante do android!! amooo muitoo!! essa versao tem mais niveis e cada vez mais dificil e o sapinho cada vez mais fofo :));pos
Maravilhoso Eu baixei no meu tablet e adorei vcs tbm te q baixar!!!!;pos
Muito bom Guilherme morais samsung galaxy YOUNG no meu galaxy rodou de boa recomendo;pos
Gostei muito desse jogo;pos
Motorola Defy Muito bom, eu sou viciada nisso agora;pos
MARIA Muito bom;pos
Ruim Um cu jogabilidade pessima,ñ baixem;neg
Divertido Divertido;pos
Ewerton Uma bosta, jogabilidade zero, orientação zero, não acredito que a Gameloft fez isso depois de Modern Combat, pq joguei dinheiro no lixo;neg
Mt boooom Esse jogo e mt boom adorei jogar ele;pos
Muito bon Seriooo muito massa eu recomendo;pos
Muito divertido Vc pode passar horas e horas jogando;pos
RUIM, ESPERAVA MAIS! Simplesmente não rodou no celular!;neg
Muito legal! Apesar dos gráficos repetitivos, este é um jogo que vale a pena ter.;pos
blz adorei esse jogo;pos
Vale sim!! Primeiro achei muito igual a Where's my Water, mas depois vi que tinha suas próprias características e era bem  divertido também.;pos
5 estrelas Para quem ama esse jogo, só falamos o seguinte baixa logo. (:;pos
Muito bom Graficos bonitos, leve, interativo e gratuito!;pos
Danny Muito bom!agora ja sei como passa meu tempo me divertindo!;pos
Adoro esse jogo muito bom ainda não joguei esse mas joguei o outro de skate.;pos
Ana Galindo muito bom, vale a pena...;pos
Bom Umdos maiz;pos
ESSE  Aplicativo e o mais legal;pos
Incompativel. Por  que a google play não falo antes de eu baixar;neg
Melhora Melhora esse app porra . N da nem pra entrar nem sair de liga . Ver pontuacao no meio da rodada . Ta mto ruim . Melhora isso ae;neg
nao funciona nao quer pegar no meu galaxy ace;neg
Muito bom, adicione para ter mais força de ataque! NJ6449;pos
Divertidíssimo Ótimo, distrai por bastante tempo.muito legal.;pos
Bom jogo Bom pra passar o tempo.;pos
Muito bom o jogo ... Viciante Estou no pacote 12 level 33;pos
\o/ Ótimo app pra quem gosta de sinuca!;pos
Antes era uma merda!!!!!!!!!!!!!!!!Com as atualizações melhoro um poco. Mas ainda é uma merda!!!!!!!!!!  :(;neg
Muito bom o Jogo é leve, simples e eficiente.  Tem algumas melhorias que podem ser feitas para o jogo ficar mais interessante, mas merece 5 estrelas. Funcionou perfeitamente no meu LG Optimus L3;pos
Ótimo. O melhor app de sinuca, eu e minha esposa perde horas e horas jogando.;pos
BAIXEM!!! O jogo é muito bom, e realmente te prende.. Você não quer mais parar de jogar.;pos
Galaxy tab p 1010 Muito bom mais se esse tab tivese o android 4.0 seria bem melhor;pos
Moto Toop de maiss... Bom passa tempo;pos
Muito legal Todo mundo que vê fica impressionado...;pos
ASFK Caraaaamba *--* Eh mto mto bom esse jogo!!! Relembrar minha infância rsrs Recomendo pra todos  D;pos
Adoooooooro Esse jogo é muito legal... To viciada... Kkkkkkk;pos
5 estrelas Muito bom adorei finalmente um que funciona 100%;pos
Legal Esse tipo de jogo já é conhecido mas o ratinho é novidade.gostei;pos
Ki merda A unica coisa q presta nesse app é o gameplay! Kkkkkkkkk;neg
Ótimo Porem... Enjoa fácil :/;pos
Mto firme Esse jogo e mto difícil mas tbm e mto irrado Recomendo q baixem e naum se arrenpenderam;pos
Sde Bom;pos
Angry Birds batendo recordes Esse jogo já vem fazendo história! Agora mais uma saga fenomenal com a ajuda da NASA veio pra arrasar!;pos
Muito bom podia ter desafio on-line;pos
Não reinstala. Precisei desinstalar para liberar espaço e, ao tentar reinstalar, não faz o download dos arquivos adicionais de jeito nenhum. Frustrante.;neg
Bom Bom de mais;pos
Demasiado difícil O drift dos carros torna o carro quase incontrolável. A dificuldade causada por isto torna a dificuldade demasiada e derrota o jogador. Pena, tinha potencial.;neg
Muito bom :-) :-):-);pos
Amo esse jogo! Muito viciante! É o que eu procurava.Nota 10!;pos
Muito fixe Ta muito bom, viciante!;pos
sergio muito bom gostei muito.;pos
Leeegal Poxa eu ameei esse jogo so que eu não sei como joga esse jogo on...;pos
Muuuito bom Otimo e gostoso de jogar;pos
Atualização perfeita A nova versão corrigiu tudo que estava faltando. Agora os sims moram juntos, tem filhos, da para cancelar as atividades... Finalmente é um the sims de verdade, parabéns!;pos
Ótimo Simplesmente adorei ele conectar-se ao Facebook! :D;pos
Fica travando os jogos;neg
!!! Bom d mais , recomendo;pos
Jetpack Mt irado vei;pos
Otimo! Muito bom jogo! Otimo passatempo!;pos
Muito divertido. Lembra Mário.;pos
Porcaroa;neg
Lixo Lixo de jogo, prefiro nfs shift;neg
Muito bom On-line melhor ainda;pos
Gostei Um dos melhores jogos de corrida p/ celular que eu ja joguei Pelas imagens eu achava que seria chato mas eu me enganei;pos
Muito bom! Funciona perfeitamente no HTC Magic.;pos
Bom... ... É o caralho. Uma merda d app;neg
Muiiiitooooo bommmm Eu ja tinha o baixado mais ai ocorreu um estrago no meu genesis fasendo eu perder todos os meus jogos baixados e ai como o meu aeroporto e muito bom resolvi baixar de novo  bjuuu obrigado. Por ter enventado esse super mega jogo;pos
Mimi gatinhA:-) Muito bom esse jogo vicia.Nao consigo ficar sem iogar.;pos
Excelente Muito bom jogo.;pos
Fantastico!! O jogo eh fascinante! Extremamente viciante!;pos
V Muito bom e muito legal;pos
Achei mt legal mais demora a baixado;pos
Não vale nada Não funciona e o meu celular aparece como compatível,não perca tempo comprando esse jogo!!!;neg
Ridiculo Pre historico.... Lembrei do Atari;neg
Exlente Bom fassam o download;pos
muito bom... excelente aplicativo, todos os amantes do poker irão gostar.;pos
Máximo Máximo;pos
Otimo Jogo Melhor jogo de tiro Pessoal eu recomendo!!!Esse é o melhor jogo de tiro que no android!!!Excelente!!!! Atrix;pos
Very Good Sem duvida é  melhor no genero, testei outros e gostei deste.;pos
Otimo app Nao costumo avaliar jogos, mas esse fui obrigada. Perfeito, sem nenhum bug, sem trancar. Maravilhoso;pos
estadio Bom.So falta a opção estadio para a celular ....;pos
Muito legal Gostei mto desse jogo pq com ele posso ter um cavalo em casa e cuidar dele. Rsrs;pos
Não funciona no S3 Não funciona no s3...;neg
Gostei! O jogo é muito bom! Os gráficos são fantásticos...;pos
Horrível Perdi 15 reais;neg
Ótimo jogo, fácil de jogar;pos
Muit bom Descarreguem;pos
Pouca fase, não compensa fazê o download;neg
Ótimo Adorei esse jogo *_*;pos
Fodastico Muito bom.... Jogadsso;pos
Trava muitoooo..ahh e aqui nao eh o caio...hehehehe;neg
Exelente assim como o outro cut esse é exelente variedade de niveis e boa jogabilidade;pos
Otimo Gooood... Gostaria de sabdr porque no meu jogo nao tenho o barco e to no level 19 =/;pos
viciante ( no bom sentido);pos
N gostei O jogo e muito confuso nem consegui jogar :(;neg
O melhor Esse é o melhor jogo que eu já encontrei, e o melhor é de graça, viciante, eu recomendo....;pos
Nota  1000 Não tinha encontrado jogos tão  viciantes  e gostosos como  esses . Nota  mil.;pos
Jogo roda mto bem no x10 xperia;pos
trava direto...não vale a pena;neg
Muito bom! Otimo jogo;pos
Otimo Deveria ter as roms aqui no googleplay;pos
Recomendo. E o melhor da categoria.;pos
Bom Legalsinho;pos
Mano Daora em pRa quem curte;pos
Lixo!!;neg
100 palavras de+.;pos
Não Funciona!!! Fecha automaticamente no galaxy s2..Estou frustrado.;neg
Excelente O jogo é super divertido,eu recomendo.  :-);pos
Não funcionou no galaxi s O jogo parece ser ótimo, mas, aqui abre tudo normal, porém quando escolho a pista o jogo simplesmente fecha.  Galaxy s;neg
Espetacular Como ja disse no titulo espetacular.Otima trilha sonora jogabilidade incomparavel em relacao a memoria q ocupa.E viciante a partir do momento em q vc aprende como se joga,so parei de jogar pra vim comentar.Mas tem um porem,no jogo tem um bug qndo vc e o inimigo se encontram ou seja andam e se encontram vc n leva dano.Mas so isso a melhorar.Parabens!!!;pos
Amei Um joguinho em que vc tem q cuidar de uma batatinha muito fofa.;pos
Kkkkkk Piada esse projetil nde game, se eh que pode ser elogiado a tanto assim rsrs.;neg
ótimo é um ótimo RPG com uma historia legal, só uma coisa que na minha opinião foi o ponto negativo é que quando se derrota o último BOSS que você é enviado de volta no tempo, entra em hardmode e os monstros normais ficam com o mesmo level do personagem, resultado: acabou as poções,todas os equipamentos quebraram, fiquei sem dinheiro e ainda por cima nao consigo ganhar experiencia sem que morra pelo menos umas 5 vezes. a unica maneira que encontrei de ganhar level é fugindo dos monstros e usando os clones para atacar.;pos
Inferno Atualizar tem baixar data jogo inteiro 1.66gb,  gameloft vocês são uns FDP.;neg
Recomendo Excelente jogo;pos
Muito bom!!! Pura diversão, pena q as músicas se repitam demais.;pos
Burro Na mao de 11 o parceiro.  é muito buurro pede truco com o jogo perdido;neg
Esse jogo e ruim nao baixem;neg
Nao pega no HTC desire A;neg
Um lixo, nao ta instalando;neg
Comentário Fraco. Sem efeitos e sem nenhum som. Podia ter opcionalmente;neg
Legal Muito bom!!!;pos
Lixo Nao vale apena;neg
Jogadora Jogo é otimo,tem varios níveis de jogo e vc vai querendo jogar mais e mais;pos
O melhor Este jogo é perfeito;pos
Bom Roda bem no meu GALAXY S II;pos
Futi Eo melhor fotebol;pos
Ja joguei no kinect é mto massa! no kinect e bem mais facil pq pode usar as maos e pés;pos
Muúüúúüito bom Muito bom! Viciante!;pos
Excelente Esse jogo é ótimo;pos
Meu aeroporto Show de bola o jogo .... para Galay Tab funfa mto bem !!!!!! Cinco estrelinhas fácil ....;pos
Excelente Até gostei muito do jogo, é muito divertido;pos
Bosta de GTA Num pego no meu Galaxy essa bosta de jogo vou entrar en contacto com o suporte do play store e vou entrar na justiça e já instalei e desinstalei 3 vezes,pero meu dinheiro de volta jaaaaaaaa!!!!!!!!!;neg
Galaxy s2 lite Muito maneiro!!!;pos
Divertido, bom pra relaxar.;pos
Muito massa Esse jogo e muito massa meu Record no Plus e de 76822;pos
Nossa! Me surpreendi Pensei que ia ser aquele jogo bobinho mais to super viciado kk vale apena... Nao trava ou fica lento em nenhu cel :);pos
Travou!!!! Me ajudem Gente, perdi o jogo todo!! Quando clico no jogo pra abrir não passa da parte laranja, me ajudem!!! Não quero desisntalar!!! Faço o que??? Queria continuar de onde estava!!!!;neg
Muito bom Jogo bem divertido. Pena que a versão free tenha poucos níveis.;pos
dhi muito foda esse jogo gostei pra caramba recomendo;pos
Viciante! Poderia ter menos propagandas e uma melhor resolução.;pos
Vale a pena esperar Otimo jogo bem parecido com o 2012 so e um pouco dificil pra marcar os jogadores mas e otimo...vale a pena esperar o download;pos
Ruin.... Pesado e fica muitas propagandas em seu display....;neg
Muito bom Viciante!!!!!;pos
Bugado! Tem que baixar um arquivo de horas pra funcionar, é tão grande que eu já desisti!;neg
Até que é interessante Parece os jogos de convivência do face;pos
Odiei o jogo,  o grafico muito ruim,  e a jogabilidade tambem nao e boa.;neg
Não gostei;neg
Bacana Demais O.ruim q.ele.nao.eh free cmo diz mas dependendo de qnt for.para liberar tudo vale a pena.;pos
Dimais Esse jogo vale muito apena instalar mais subway surfers é melhor mais temple run também é nota 10,0;pos
Muito bom Sincerament gostei muito;pos
Muito bom mesmo . 5*;pos
muito massa muito legal este game gostei bastante e é mega viciante;pos
Demais Maneiro;pos
ruim muito comum   :/;neg
Mafrana Muito bom.....;pos
Da hora! Gostei bastante.;pos
Galaxy SII De boa.. Mais um game maneiro pra passar o tempo jogando pra quem tem 16 f gigas de interna e 900  megas para apps.. Isso eh so mais um brinquedinho.. Adoro me gabar né kkkkkk;pos
Elisangela Eu amei é vicio puro mt zica gente é coisa de doido!!!:);pos
Muito bom recomendo a todo para bens;pos
Joclesantos Eu gosto deste jogo;pos
Nao e compativel Dia 08 eu fiz o download mais hoje nao e mais compativel;neg
Faltam coisas Aew, a única coisa que faltava, se desse daria 100 estrelas. agora tem minhas cinco.;pos
Vcs são muitos ruim,eu comprei e não abre essa m.....;neg
Muito bom Pra mim já é um clássico!;pos
Amei esse jogo,ha se esse ja e legal imagina o de cupcake!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;pos
Muito Bom Está entre os melhores jogos de guerra gratuito, se não for o melhor(gratuito).;pos
Viciante Lembra a infância... Tamagochi... Muito fofo tem que cuidar, brincar, adorei!;pos
Nexus 7 Controlo horriveis,  apenas tem 2 posições, esquerda e direita...  E em frente?  Nao recomendo;neg
muito bom*-*;pos
Xperia Neo Muito bom mesmo...;pos
Maiara Esse app é otimooooooo!!! Podem baixar,vcs não vão se arrepender. \0/ \0/;pos
Nao carrega, aparece um pouquinho depois some, queria jogarr;neg
Da  hora.... .....zica mesmo esse jogo...;pos
Jogo bem interessante Foge um pouco dos temas atuais, com um conceito novo, jogo muito inteligente;pos
Galaxy ice Jogo bem.legal.para passar o tempo podem baixar muito bom msm;pos
Deborah Caraca muito bom,lembrei de quando era crianca que jogava nossa era um maximo rodou super bem no galaxy SII;pos
Mto bom passatempo;pos
minha mãe acabou de dar risada -);pos
Difícil Não gostei, muito difícil de controlar e gráfico ruim;neg
Bem legal É um jogo bem divertido recomendo                                                  '-';pos
Bonsin É legau de joga com duas pessoas ,,;pos
Otimo Esse jogo é otimo  Recomendo;pos
Um dos melhores jogos (:;pos
Muito bom... Otimo jogo;pos
lixo nao baixem;neg
, uma porcaria, mt chato! so dois botoes no touch screnn, um de pula e otro de atira, sem nenhum graca mannn ee trava mtmt no xt300;neg
muito bom, mas.. realmente muito bom, recomendo eu não consegui jogar, o carro ia se batendo na parede.. só faltou mais facilidade de controle;pos
Show... Meu filho de 4 anos adora.... E eu tiro onda com meus amigos...;pos
Legal Adoro esse jogo . Amo mesmo de coracao . Me dedico a esse jogo. Deicha eu baixai ai vai eu voou chorar;pos
Muito bom e divertido Muito bom e divertido;pos
Perfeito Otimo jogo recomendo pra quem quer passar o tempo;pos
Incrivel Muita criatividade para se passar de niveis,lembra um pouco banjo kazooie;pos
Perfeito! Jogo muito massa. Realmente um show. Roda super liso, os comandos sao otimos. Valeu cada centavo!!!;pos
Mto bm É mto bm mas n da d baixar o q faço?;neg
Legal. Muito legal, amei e os joguinhos que vem junto é viciante rsrs;pos
Trava no XOOM Não dá para tirar licensa no modo arcade, simplesmente o jogo fecha sozinho, sem licensa o jogo não tem a minima graça... Motorola XOOM;neg
Muito bom 10!;pos
Muito bom e viciante Viciante, mas acabei de zerar os níveis e ficarei no aguardo de novos nas atualizações.;pos
Gostei morri de rir com a minha mãe;pos
Henrique mineiro Gosto muito lembro do super nes...;pos
Bom Nuus..mto bom!!;pos
Bacana Da pra jogar por horas;pos
Mto bom! Jogo grátis, muito bom, mas como todos os outros, chega uma hora que é necessário comprar créditos para adquirir itens!;pos
Fantástico Sou fã da série e curti mt o jogo no xoom! Jogabilidade ótima. Melhor jogo até agora!;pos
Horrível Esse negocio conseguiu travar meu celular,por isso desinstalei e dei uma estrela;neg
Lixo, trava toda hora;neg
Galaxy s3 Melhor que pes e Fifa;pos
Parou de funcionar O jogo rodava legal no meu Arc S, após a atualização ele parou de funcionar. Já desinstalei e instalei novamente duas vezes, mesmo assim não deu em nada. Por favor desenvolvedores, dêem um jeito, o game é muito bom, mal deu para jogar.;neg
Muito maneiro!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;pos
Melhor jogo de xadrez ate agora. Tem dez niveis de dificuldade e estatisticas interessantes.;pos
Melhor de todos Melhor jogo de corrida que ja vine jogeinrodounperfeitamente no meuntablet;pos
Unico erro O unico bug que encontrei foi qd usamos dois dedos ao mesmo tempo para movermos nos no mapa bloqueia e so forcando paragem para sair do jogo. E uma pena.;neg
Jogo perfeito!! Adorei! Otimos graficos, som realista...;pos
Ruim Jogo zuado;neg
Muito bom. Me add 9G7XF8;pos
Fantástico A cada actualização que faz fica cada vez melhor. Um dos melhores jogos de Solitário do Market.;pos
Bem legal Bom jogo, porém precisa ser muito letrado ou muito consumista pra saber tudo.;pos
Muito Bom! Já conhecia o jogo mas nunca tinha jogado... Está de parabéns!!!;pos
Bom Jogo bem bacana,muito viciante.;pos
Próximo muito massa hehe;pos
Lia O app é bom se não ocupasse mt memória seria melhor .. Por isso que não dei cinco estrelas;neg
Top Nao consigo parar de jogar rsrs show;pos
Foda demais Muito muito muito muito bom Tb;pos
Ótimo Jogo gráfico perfeito Melhor Game de corrida que vi Gameloft sempre a frente;pos
Lixo Tem muito jogo melhor que esse...;neg
Muito bom Vale a pena!!!;pos
Incrivel Aproveita a promo dos 0,51 mais 6% de impostos qe vale muito a pena, jogo incrível gráficos e estilo muito bem pensado;pos
E muito bom! Eu recomendo.;pos
Nao consigo baixar! Deve estar com defeito..;neg
Mata coelhos Jogo muito legal. Recomendo.;pos
Leon Conheci o jogo pelo Leon (youtuber) e gostei muito!;pos
Mah Éé , bonzinho u-u bando de lindoos haha;pos
Xperia neo Depois da atualização para o Android 4.0 , os controles não funcionam, ficaram loucos!!;neg
Galaxy s3 É muito bom. Principalmente porque cada vez mais vai ficando difícil;pos
Galaxy y Tv Naoo pega essa merda trava no inicio do jogo;neg
Q merda Lixo;neg
Excelente Muito bom e viciante..  RECOMENDO;pos
Paulo Muitíssimo. Bom demais!!!!!!;pos
CHEIO DE DEFEITOS Tenho o Motorola XOOM Z605.... roda tudo nele... mas após comprar o jogo me sinto enganado pois o jogo    TRAVA TODA HORA, o cenário some, o acelerômetro não calibra, tenho que reiniciar o jogo e perco todo o progresso.....  Engraçado que jogos mais pesados (GTA III, NOVA, etc) rodam sem travar... na boa...  Se fosse bem feito o jogo valeria mais que 2 reais, mas nessas condições nem 2 reais vale, FRUSTRANTE!   Alguem sabe algum contato da Gameloft para suporte?;neg
Otimo jogo Gosto muito do jogo mas com as atualizaçoes aparecem propagandas muita chatas que atrapalham.Fora isso o jogo é otimo, recomendo.;pos
Viciante! Roda perfeitamente no Galaxy S.;pos
jogo bom, desafiante e viciante;pos
Sensacional O espantoso efeito da simplicidade eficiente. Parabéns aos irmãos que desenvolveram o app. Coloquem um app para doações que é merecido.;pos
grande app Muito bom...;pos
Esselemte jogo é muínto bom mesmo;pos
Nao consigui jogar Na hora de verificar atualizações ele diz q nao tou com a conexao ligada  Embosa esta sim;neg
Bom O melhor jogo de tiro para android;pos
Bom Demora muito pra carregar. Mas é um ótimo passatempo.;pos
o melhor air hockey Revomendo;pos
Excelente Ótimo para os amantes da música;pos
Da pro gasto...;pos
Interessante! Gostei do jogo, principalmente da excepcional combinação de sua dinâmica inovadora de jogo, efeitos sonoros e música base. O que poderia melhorar: o processo de evolução poderia ser continuado entre as fases.;pos
Tudo de bom Melhor que já joguei.;pos
Rapha Muito bom...;pos
Impressionante A Rovio está sempre inovando, estou louco por mais fases. Aguardando  atualizações );pos
Pessimo Vai uma estrela so pq o game eh leve...nao tem nada d interessante nesse jogo, nao tem muita sensibilidade para desvir quando se inclina o celular...poderia ser bem melhor;neg
Te ferra E oriveu;neg
N consigo ver os coelhod ou a paisagrm so vejo o arco;neg
Muito bom Gráficos e som caprichados, e os quebra cabeças não são muito fáceis;pos
. muito bom !!!;pos
Muito bom Muito bom esse jogo, e viciante;pos
Adoro esse joogo,pena q no motorola defy trava;pos
Bom Gostei poderia só ter mais ilhas p jogar;pos
Matheus Muito bom esse jogo quem estalar ñ vai se arrepender parabens para o criador do jogo;pos
O melhor Esse é o melhor jogo de corts muito bom mesmo pode baixa que vale a pena;pos
Cuidado ao baixar este jogo ele tem virus!!;neg
Esse jogo é uma droga,demora pra carregar e instalar!!!!!;neg
Dudazinhaaz Adorei e mt demaaaaais !!!' So q o meuu tbm travo' / Mas gostei assim mesmo  :)));pos
Mmaravilha Ótimo d ++++;pos
Bom. Gostei mas acho o rio o melhor angry ate agora;pos
Bom Problema e que nomes dos jogadores estao errado;pos
Galaxy S Adorei, ótimo passa tempo!!!;pos
Muito bom O melhor jogo do meu celular;pos
Viciante e muito bom... Este jogo é demais!!;pos
Muuuito booom Jogo bom de maaaais,só acho que poderia ter mais fases,assim ngm enjoa de jogar as que ja tem...   D;pos
Bom Bommmmm oS carambA gostei mt;pos
Muito legal esse jogo eu joguei no celular do meu amigo o grafico é perfeito muito legal Muito loco;pos
Muito legal E massa, muito legal mesmo!;pos
FODA o melhor jogo de poker online de android;pos
Ana Maneiro;pos
Muito legal É bem bolado,  e ele n fica pausado quando vc sai dele,  show!;pos
Muito bom E muito bacana me divirto muito obrigada;pos
Gaabi Com Certeza esse é o melhor jogo de celular!!;pos
Mtbom Otimo passa tempo. Alem de estimular nossa mente nneh;pos
Gama Muito bom o jogo excelente game vale 5 estrelas;pos
Bem legal Diversão rápida;pos
Xperia play Nao roda 100%, e o sistema de compra e' muito pior q o dead trigger, querem q passe o dia jogando e ainda tem bugs. Vergonhoso, agora nao abre o jogo, quando abre trava o celular. Ridiculo.;neg
Maneiraço adorei pq as crianca se diverte matando fomiga kkkkk;pos
Ai e muito bom;pos
Show d+ Eh isso aí , simples e atrativo , muito bom !!!!!;pos
Ótimo Muito viciante (: ótimo jogo para passar o tempo e ajudar a treinar as suas habilidades;pos
Nao presta É uma merda este jogo;neg
Vale 1 dolar com certeza;pos
Muito bom Muito foda, as pessoas so deviam dar cometarios depois de baixar.;pos
. Muito bom.. Adoro  jogar;pos
Perdi tudo Estava super bem com o jogo quando, sem explicação alguma meu personagem foi resetado, brimcadeira vio gameloft, vcs tem que corrigir isso..;neg
Legal Jogo muito bom adorei !;pos
u.u :p esse e o melhor jogo do android muito bom , recomendo;pos
muito bom!!! o jogo realmente te prende...;pos
BOM D ++++++++++ O MELHOR DA CATEGORIA;pos
E o melhor jogo de todos E muito loco !!!...;pos
Recomendo Excelente... super viciante!;pos
Nossa Naum aconselho,naum sou de comentar mais que joginho besta n baixem;neg
Adoro Muito viciante e muito bom kkk;pos
Err:510;neg
Ruim O jogo é horrivel;neg
É uma pena No meu samsung galax tab roda jogos com gráficos 1000x melhor e esse fica saindo logo na segunda fase, por favor arruma esse pequeno problema, pois esse jogo parecia ser legal.;neg
Legalll Não consigo parar de jogar....;pos
otimo Eu adorei!;pos
  ) O jogo e bem legal e viciante eu recomendo;pos
o melhor jogo muito bom na minha opinião o melhor jogo para android de todos os tempos em um dia eu ja viciei nesse jogo;pos
